NUMERO FAKE FAMILIA,ANO NASCIMENTO,BAIRRO,BENEFICIO CONCEDIDO,DATA CONCESSÃO,SERVIÇO,LOCAL DE EXECUÇÃO,DIA CONCESSÃO,MES CONCESSÃO,ANO CONCESSÃO
124687140,1989,GUTIERREZ,AVISE 1X300,31/03/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS GRACA SABOIA/MORRO DAS PEDRAS,31,03,2023
127435444,1986,JARDIM DOS COMERCIARIOS,AVISE 1X300,31/03/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,31,03,2023
124350006,1998,NOVO TUPI,AVISE 1X300,31/03/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS NOVO AARÃO REIS,31,03,2023
123974850,1989,JARDIM FELICIDADE,AVISE 1X300,31/03/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO JARDIM FELICIDADE,31,03,2023
123468033,1985,COPACABANA,AVISE 1X300,31/03/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,31,03,2023
125457117,1958,SESC,AVISE 1X300,31/03/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,31,03,2023
123540864,1965,NOVO SAO LUCAS,AVISE 1X300,31/03/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,31,03,2023
124339855,1986,VILA NOVO SAO LUCAS,AVISE 1X300,31/03/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,31,03,2023
127435448,1998,JARDIM FELICIDADE,AVISE 1X300,31/03/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO JARDIM FELICIDADE,31,03,2023
127243012,1958,LAGOA,AVISE 1X300 RENOVADO,31/03/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS LAGOA,31,03,2023
127435586,1981,CENTRO,AVISE 1X300,03/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,03,04,2023
124686785,1983,MARIA TEREZA,AVISE 1X300,03/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,03,04,2023
125659610,1999,JARDIM LEBLON,AVISE 1X300,03/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,03,04,2023
123959302,1971,NOSSA SENHORA DA APARECIDA,AVISE 1X300,03/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,03,04,2023
127243759,1989,OLARIA,AVISE 1X300 RENOVADO,03/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,03,04,2023
127435459,2001,MARIQUINHAS,AVISE 1X300,03/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,03,04,2023
123997558,1993,ZILAH DE SOUZA SPOSITO,AVISE 1X300 RENOVADO,03/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,03,04,2023
123622515,1971,SAO TOMAZ,AVISE 1X300,03/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA BIQUINHAS,03,04,2023
124170646,1974,SAO FRANCISCO,AVISE 1X300 RENOVADO,03/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA SANTA ROSA,03,04,2023
124298685,1960,LAGOA,AVISE 1X300 RENOVADO,03/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS LAGOA,03,04,2023
125143028,1966,BIQUINHAS,AVISE 1X300,03/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA BIQUINHAS,03,04,2023
124419997,1979,TUPI B,AVISE 1X300,03/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS NOVO AARÃO REIS,03,04,2023
127435232,2004,NOSSA SENHORA DE FATIMA,AVISE 1X300,03/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA FÁTIMA,03,04,2023
124929838,1973,LAJEDO,AVISE 1X300,04/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NORTE,04,04,2023
123598326,1986,IPIRANGA,AVISE 1X300 RENOVADO,04/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,04,04,2023
124301175,1993,VILA DA LUZ,AVISE 1X300 RENOVADO,04/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,04,04,2023
123608255,1967,GOIANIA,AVISE 1X300 RENOVADO,04/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,04,04,2023
127285068,1982,ZILAH SPOSITO,AVISE 1X300 RENOVADO,04/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,04,04,2023
123543685,1994,JAQUELINE,AVISE 1X300,04/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,04,04,2023
127242902,1939,PENHA,AVISE 1X300,04/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,04,04,2023
123930502,1966,VARZEA DA PALMA,AVISE 1X300 RENOVADO,04/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,04,04,2023
127191295,1978,SERRA,AVISE 1X300 RENOVADO,04/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,04,04,2023
124410462,1997,OCUPAÇÃO ROSA LEÃO,AVISE 1X300,04/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,04,04,2023
127188436,2004,NAZARE,AVISE 1X300,04/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,04,04,2023
127435770,1992,JARDIM FELICIDADE,AVISE 1X300,04/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO JARDIM FELICIDADE,04,04,2023
127285001,1993,JAQUELINE,AVISE 1X300 RENOVADO,04/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,04,04,2023
123843720,1981,JAQUELINE,AVISE 1X300,04/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,04,04,2023
127435682,1979,GRANJA WERNECK,AVISE 1X300,04/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,04,04,2023
127201383,1962,SALGADO FILHO,AVISE 1X300 RENOVADO,04/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,04,04,2023
124412124,1974,VILA PRIMEIRO DE MAIO,AVISE 1X300,04/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NORTE,04,04,2023
123932867,1997,OURO MINAS,AVISE 1X300,05/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NORDESTE,05,04,2023
127435823,1960,CENTRO,AVISE 1X300,05/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,05,04,2023
124405183,1981,NOVO LAJEDO,AVISE 1X300,05/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS NOVO AARÃO REIS,05,04,2023
123574055,1964,FLORAMAR,AVISE 1X300,05/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,04,2023
123928902,1993,JARDIM DOS COMERCIARIOS,AVISE 1X300,05/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,05,04,2023
124417017,1992,MARIA TEREZA,AVISE 1X300,05/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,04,2023
127243341,1999,JARDIM GUANABARA,AVISE 1X300 RENOVADO,05/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,04,2023
127199021,1989,VILA ZILAH SPOSITO,AVISE 1X300 RENOVADO,05/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,05,04,2023
123769114,1945,ANTONIO RIBEIRO DE ABREU PRIMEIRA SECAO,AVISE 1X300,05/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NORDESTE,05,04,2023
127244078,1980,NOSSA SENHORA DA CONCEICAO,AVISE 1X300,05/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA MARÇOLA,05,04,2023
123679438,1961,VILA ZILAH SPOSITO,AVISE 1X300,05/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,05,04,2023
127284788,1978,TREVO,AVISE 1X300,05/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-P,05,04,2023
127243133,2004,SERRA,AVISE 1X300 RENOVADO,05/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA MARÇOLA,05,04,2023
127243614,1990,SANTA ROSA,AVISE 1X300,05/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA SANTA ROSA,05,04,2023
127243028,1981,TUPI B,AVISE 1X300 RENOVADO,05/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,04,2023
127243277,2005,JULIANA,AVISE 1X300 RENOVADO,05/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,04,2023
127243647,1986,PLANALTO,AVISE 1X300 RENOVADO,05/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,04,2023
123844958,1962,SALGADO FILHO,AVISE 1X300,06/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,06,04,2023
124970408,1967,CANADA,AVISE 1X300 RENOVADO,10/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,10,04,2023
127200124,1986,JARDIM AMERICA,AVISE 1X300 RENOVADO,10/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,10,04,2023
123537354,2003,JARDIM LEBLON,AVISE 1X300 RENOVADO,10/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,10,04,2023
124317857,1980,JARDIM LEBLON,AVISE 1X300 RENOVADO,10/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,10,04,2023
123888808,1960,RIBEIRO DE ABREU,AVISE 1X300,10/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO PAULO VI,10,04,2023
123962008,1971,JARDIM LEBLON,AVISE 1X300 RENOVADO,10/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,10,04,2023
123950528,1961,APOLONIA,AVISE 1X300 RENOVADO,10/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,10,04,2023
123675387,1964,APOLONIA,AVISE 1X300,10/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,10,04,2023
124686995,1996,GLORIA,AVISE 1X300 RENOVADO,10/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NO,10,04,2023
125016508,1948,CRUZEIRO,AVISE 1X300,11/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,11,04,2023
127285626,1982,SAO JORGE,AVISE 1X300,11/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO PAULO VI,11,04,2023
124401797,1960,FAZENDINHA,AVISE 1X300,11/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA FÁTIMA,11,04,2023
127435977,1986,JARDIM LEBLON,AVISE 1X300,11/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,11,04,2023
127285201,1975,SAO GERALDO,AVISE 1X300 RENOVADO,11/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,11,04,2023
124266803,1983,SANTO ANDRE,AVISE 1X300,11/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS PEDREIRA PRADO LOPES,11,04,2023
123968730,1987,APIA,AVISE 1X300,11/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,11,04,2023
124462712,1974,GRANJA WERNECK,AVISE 1X300 RENOVADO,11/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,11,04,2023
124265359,1961,SÃO BERNARDO,AVISE 1X300,11/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NORTE,11,04,2023
127193705,1979,APOLONIA,AVISE 1X300 RENOVADO,11/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,11,04,2023
124223225,1976,APOLONIA,AVISE 1X300,12/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,12,04,2023
123797739,1985,BEIRA LINHA,AVISE 1X300 RENOVADO,12/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO PAULO VI,12,04,2023
124030179,1975,SANTA EFIGENIA,AVISE 1X300,12/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS LESTE,12,04,2023
123749384,1994,EUROPA,AVISE 1X300 RENOVADO,12/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,12,04,2023
125143617,1989,APOLONIA,AVISE 1X300,12/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,12,04,2023
127436123,1982,NOSSA SENHORA DA CONCEICAO,AVISE 1X300,12/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA MARÇOLA,12,04,2023
124466396,1996,BARREIRO,AVISE 1X300,12/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,12,04,2023
124459668,1978,TIROL,AVISE 1X300,12/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,12,04,2023
127199264,2006,LEONINA,AVISE 1X300,12/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,12,04,2023
125571806,2001,AGUAS CLARAS,AVISE 1X300 RENOVADO,12/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS PETRÓPOLIS,12,04,2023
127192978,1957,SAO CRISTOVAO,AVISE 1X300 RENOVADO,12/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS PEDREIRA PRADO LOPES,12,04,2023
124541103,1997,CABANA DO PAI TOMAS,AVISE 1X300 RENOVADO,12/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,12,04,2023
124300722,1992,NOVO DAS INDUSTRIAS,AVISE 1X300,12/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,12,04,2023
127129740,2003,RIBEIRO DE ABREU,AVISE 1X300 RENOVADO,12/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,12,04,2023
125017169,2004,VILA PINHO,AVISE 1X300,12/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,12,04,2023
124282751,1995,PINDORAMA,AVISE 1X300 RENOVADO,13/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS COQUEIRAL,13,04,2023
127284771,1958,PEDREIRA PRADO LOPES,AVISE 1X300,13/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS PEDREIRA PRADO LOPES,13,04,2023
127188781,1970,PEDREIRA PRADO LOPES,AVISE 1X300,13/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS PEDREIRA PRADO LOPES,13,04,2023
124035937,1988,OCUPÇÃO ROSA LEÃO,AVISE 1X300 RENOVADO,13/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,13,04,2023
126092226,1997,JAQUELINE,AVISE 1X300,13/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,13,04,2023
124722524,1991,JAQUELINE,AVISE 1X300,13/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,13,04,2023
124505446,2004,VILA PILAR,AVISE 1X300,13/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,13,04,2023
127436283,1983,CENTRO,AVISE 1X300,13/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,13,04,2023
127435684,1996,OURO PRETO,AVISE 1X300,13/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS NOVO OURO PRETO,13,04,2023
124398131,1964,SAO BERNARDO,AVISE 1X300,13/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA BIQUINHAS,13,04,2023
127285616,1958,SERRA,AVISE 1X300 RENOVADO,13/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,13,04,2023
126092410,1982,SAO BERNARDO,AVISE 1X300,13/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA BIQUINHAS,13,04,2023
127436383,1973,BONSUCESSO,AVISE 1X300,14/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,14,04,2023
127436387,2001,JARDIM LEBLON,AVISE 1X300,14/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,14,04,2023
123967102,1976,SAO GABRIEL,AVISE 1X300,14/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,14,04,2023
123782947,1976,ALPES,AVISE 1X300,14/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA ANTENA,14,04,2023
127284524,1985,TUPI B,AVISE 1X300 RENOVADO,14/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,14,04,2023
125977223,1977,SAGRADA FAMILIA,AVISE 1X300 RENOVADO,14/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,14,04,2023
127285411,2000,RIBEIRO DE ABREU,AVISE 1X300 RENOVADO,14/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,14,04,2023
127436292,1956,CENTRO,AVISE 1X300,14/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,14,04,2023
127243014,1987,JARDIM LEBLON,AVISE 1X300 RENOVADO,14/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,14,04,2023
126092283,2002,APARECIDA,AVISE 1X300,14/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NOROESTE,14,04,2023
124415115,1999,NAZARE,AVISE 1X300,14/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,14,04,2023
127436267,1994,LAJEDO,AVISE 1X300,17/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS NOVO AARÃO REIS,17,04,2023
126484684,1994,FLAVIO MARQUES LISBOA,AVISE 1X300 RENOVADO,17/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA CEMIG,17,04,2023
125523769,1995,CEU AZUL,AVISE 1X300 RENOVADO,17/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS LAGOA,17,04,2023
123667718,1966,PLANALTO,AVISE 1X300,17/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA BIQUINHAS,17,04,2023
127197986,1969,COPACABANA,AVISE 1X300 RENOVADO,17/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,17,04,2023
123763974,1965,EUROPA,AVISE 1X300,17/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,17,04,2023
123476054,1984,SAO LUCAS,AVISE 1X300 RENOVADO,17/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,17,04,2023
127438725,1973,CENTRO,AVISE 1X300 RENOVADO,17/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,17,04,2023
123971919,1950,VILA JARDIM ALVORADA,AVISE 1X300,17/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS PAMPULHA,17,04,2023
127040154,1990,VENTOSA PRIMEIRA SECAO,AVISE 1X300 RENOVADO,17/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,17,04,2023
127284643,1997,SERRA,AVISE 1X300,17/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA MARÇOLA,17,04,2023
123991436,1958,VILA VISTA ALEGRE,AVISE 1X300 RENOVADO,17/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,17,04,2023
127191359,2002,SAO TOMAZ,AVISE 1X300 RENOVADO,17/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NORTE,17,04,2023
127285024,1994,LAGOINHA LEBLON,AVISE 1X300 RENOVADO,17/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,17,04,2023
124322624,1981,DANDARA -TREVO,AVISE 1X300,17/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS PAMPULHA,17,04,2023
125660276,1984,GOIANIA,AVISE 1X300 RENOVADO,17/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,17,04,2023
123701523,1960,APTº 104,AVISE 1X300,18/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,18,04,2023
124268092,1979,NOVO DAS INDUSTRIAS,AVISE 1X300,18/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS BARREIRO,18,04,2023
124002433,1981,COPACABANA,AVISE 1X300,18/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,18,04,2023
127435501,1996,SALGADO FILHO,AVISE 1X300,18/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-O,18,04,2023
123690410,1985,JARDIM LEBLON,AVISE 1X300,18/04/2023,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,18,04,2023
127285757,1958,SANTA CRUZ,AVISE 1X300 RENOVADO,18/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,18,04,2023
127436439,1998,POMPEIA,AVISE 1X300,18/04/2023,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,18,04,2023
